WorldPeace
numGroups
long
int, vector<int>
 	2, {1000000000, 1000000000, 1000000000, 1000000000, 1000000000, 1000000000, 1000000000, 1000000000, 1000000000, 1000000000}  	 	5000000000  	 	Passed  	
	2, {1, 2, 3, 4, 5, 10000} 		15 		Passed 	
	4, {4, 4, 4, 4, 4} 		5 		Passed 	
	5, {1, 2, 3, 4, 5, 6} 		3 		Passed 	
	2, {1000000000, 1000000000, 1000000000, 1000000000, 1000000000, 1000000000} 		3000000000 		Passed 	
	7, {96, 17, 32, 138, 112, 50, 7, 19, 412, 23, 14, 50, 47, 343, 427, 22, 39} 		166 		Passed 	
	4, {11, 7, 19, 20} 		7 		Passed 	
	4, {10, 11, 12, 13, 14, 15} 		18 		Passed 	
	20, {779627264, 93189506, 613466388, 134427144, 828724020, 544708317, 42347176, 37421484, 74484324, 520323545, 234449936, 196844102, 912238837, 551556697, 817814869, 747734358, 269911175, 567298611, 306200728, 395940546, 21525713, 579409252, 410141724, 72210874, 326985688, 879159886, 742795969, 705906481, 765095838, 229899691, 463828983, 862019855, 174654779, 65742820, 968052250, 650219887, 447544129, 761736194, 70263040, 10935236, 128093184, 627882505, 263709203, 211025620, 564598826, 397556360, 536827919, 140380264, 531732785, 630266277} 		1095445512 		Passed 	
	20, {921385133, 790821665, 696669406, 629378824, 414868114, 119982058, 37118381, 187335494, 170960800, 355358559, 336049477, 714056927, 884157521, 677542714, 175746499, 78642955, 108047781, 136658582, 432930531, 800141367, 841531080, 602333054, 137043306, 60072120, 93197385, 525060743, 695383137, 377557617, 291335284, 295615380, 911638059, 687324348, 345506765, 29197955, 928461497, 991504508, 885353733, 672301705, 210088033, 718080603, 703278098, 432812568, 947587990, 411980479, 709864060, 667653099, 817211438, 409243463, 774387240, 527316494} 		1268388701 		Passed 	
	20, {851373528, 700343230, 667482447, 852927139, 292184590, 275666245, 949018142, 49002282, 689030432, 864309560, 51452024, 913879220, 174559276, 126774957, 997419305, 699811244, 807533640, 42801203, 160031249, 996024117, 106357046, 447489713, 225338308, 380565035, 413686851, 412043300, 48638853, 170563977, 530396191, 439851648, 409790936, 15566846, 136249554, 254321295, 767411134, 524889291, 875007969, 291761655, 987820971, 597478355, 623281503, 880803148, 681828276, 631558678, 385298266, 489237224, 220906956, 331379031, 459860611, 349832303} 		1212541937 		Passed 	
	20, {724065689, 399663895, 11110909, 238593518, 307672214, 6913631, 941330709, 172098483, 672726710, 562486539, 11848830, 314955144, 667554291, 977434362, 487235259, 444091954, 808612951, 305352366, 188309458, 903504601, 868090233, 375044037, 731093358, 101247755, 544188329, 787589579, 901690442, 249873919, 918473591, 440446187, 571174429, 232186216, 874393463, 562497525, 289922196, 186085456, 902040002, 96508662, 717427486, 645455850, 746466149, 149231738, 341483139, 848448473, 170336890, 144446887, 519721539, 130184838, 696424647, 260511833} 		1207412318 		Passed 	
	20, {736854234, 153817364, 571434187, 711532836, 112553317, 102047734, 349869625, 440058352, 617768922, 850617954, 435131784, 829236387, 161378428, 575953033, 634761420, 113664934, 694414704, 211048275, 287720323, 270704751, 745722392, 656858411, 803828350, 307811838, 350742550, 680859614, 518951537, 26486857, 164227676, 990119561, 614262981, 539727447, 658040687, 53124777, 473874164, 47408321, 696793007, 862778964, 262361918, 632803537, 456928501, 982399019, 692191811, 133503748, 608961249, 897200945, 920765947, 461271007, 917927373, 905680577} 		1296209166 		Passed 	
	2, {1000000000, 1000000000, 1000000000, 1000000000, 1000000000, 1000000000, 1000000000, 1000000000, 1000000000, 1000000000, 1000000000, 1000000000, 1000000000, 1000000000, 1000000000, 1000000000, 1000000000, 1000000000, 1000000000, 1000000000, 1000000000, 1000000000, 1000000000, 1000000000, 1000000000, 1000000000, 1000000000, 1000000000, 1000000000, 1000000000, 1000000000, 1000000000, 1000000000, 1000000000, 1000000000, 1000000000, 1000000000, 1000000000, 1000000000, 1000000000, 1000000000, 1000000000, 1000000000, 1000000000, 1000000000, 1000000000, 1000000000, 1000000000, 1000000000, 1000000000} 		25000000000 		Passed 	
	13, {664200243, 892452227, 673566186, 693683287, 728264260, 674789880, 933016497, 787976560, 706644330, 867748883, 849252185, 705566904, 693093026, 824641596, 921736452, 968187934, 738736894, 693362287, 872488647, 690194575, 679681728, 759530598, 898318214, 757029994, 926439271, 843573627, 669627346, 809224259, 995314429, 822608511, 722522963, 795950531, 710720233, 774940456, 921057041, 820367893, 618716102, 634444311, 758992084, 919682818, 825892821, 994050701, 825566953, 906064628, 814055948, 812011322, 977316227, 640253278, 779987387, 651570564} 		3049624237 		Passed 	
	10, {638074479, 717901019, 910893151, 924124222, 991874870, 919392444, 729973192, 607898881, 838529741, 907090878, 632877562, 678638852, 749258866, 949661738, 784641190, 815740520, 689809286, 711327114, 658017649, 636727234, 871088534, 964608547, 867960437, 964911023, 642411618, 868318236, 793328473, 849540177, 960039699, 998262224, 775720601, 634685437, 743766982, 826321850, 846671921, 712570181, 676890302, 814283264, 958273130, 899003369, 909973864, 921987721, 978601888, 633027021, 896400011, 725078407, 662183572, 629843174, 617774786, 695823011} 		3983180234 		Passed 	
	20, {24555, 10027, 113879318, 4, 348589382, 14824189, 147761, 214483647, 475906539, 212566, 361, 2789, 2134625, 144730, 18, 537787, 18228647, 76570565, 862764, 108634017, 6014, 189886689, 521242, 434753491, 518, 1718, 65932, 21145, 111591972, 46, 670, 300359704, 81705, 25, 18740, 38136, 20, 28829193, 22669310, 598, 22498619, 50316556, 59, 558231, 8420544, 214748647, 10546, 828395, 12, 59357} 		3145548 		Passed 	
	20, {143, 26167551, 42881, 7850070, 518948905, 126693, 87, 1236406, 11809, 15414, 949446851, 945078080, 9028, 47234125, 32350, 281, 615909512, 247483647, 2, 54606, 12, 96755454, 88048592, 778513924, 46381829, 199204, 1201, 9, 233420733, 168872, 9437, 104, 27428, 23152, 102, 1503, 3, 190173, 2498, 112092, 246663585, 142844, 16973, 21948, 13655, 578763, 604499, 572603, 53979301, 940} 		745327 		Passed 	
	20, {4898850, 2688, 178, 174, 81, 520507, 6197, 547102, 15624, 4560, 15531, 11, 2, 194616562, 10357, 24080, 72833078, 21, 14, 244543813, 667678639, 43354221, 86623, 241738, 373024, 49822, 1936, 5069, 4, 958, 24623630, 15509617, 14781263, 2109109, 5, 534338464, 117808, 285903811, 126234987, 163491, 29820, 58670477, 15157, 537602839, 327989544, 2272, 214789, 815, 40985, 2362094} 		830481 		Passed 	
