AutoLoan
interestRate
double 
double, double, int
6800.0, 100.0, 68  	 	1.3322616182218813E-13  	 	Passed  	
	2000.0, 510.0, 4 		9.56205462458368 		Passed 	
	15000.0, 364.0, 48 		7.687856394581649 		Passed 	
	10000.0, 385.0, 30 		11.473054204549669 		Passed 	
	200.0, 15.0, 600 		89.99999999999982 		Passed 	
	1000000.0, 1667.0, 600 		7.986158248041164E-4 		Passed 	
	724556.0, 50505.0, 575 		83.64570854426711 		Passed 	
	332696.0, 10951.0, 136 		38.98851536883803 		Passed 	
	23002.0, 4709.0, 6 		74.54805516148613 		Passed 	
	492214.0, 2049.0, 471 		3.9204806010895594 		Passed 	
	740192.0, 7185.0, 588 		11.607783057395558 		Passed 	
	570542.0, 24374.0, 65 		47.05796362542851 		Passed 	
	407050.0, 35078.0, 17 		55.397079816319696 		Passed 	
	140192.0, 1491.0, 454 		12.653412761497272 		Passed 	
	219252.0, 8934.0, 337 		48.897089628821746 		Passed 	
	506973.0, 11900.0, 50 		7.7628540286105885 		Passed 	
	281335.0, 16982.0, 54 		68.87780115037442 		Passed 	
	286417.0, 9239.0, 145 		38.30192971448798 		Passed 	
	140642.0, 1293.0, 561 		10.965203755132924 		Passed 	
	389951.0, 12413.0, 163 		37.9601927752288 		Passed 	
	973110.0, 337873.0, 3 		24.80783488352443 		Passed 	
	230977.0, 67123.0, 4 		75.65099005216278 		Passed 	
	61703.0, 16197.0, 4 		23.76581938256987 		Passed 	
	44755.0, 8959.0, 5 		0.3574309895975514 		Passed 	
	297007.0, 56775.0, 6 		48.76330124289328 		Passed 	
	584755.0, 1613.0, 475 		1.4303822503235695 		Passed 	
	5628.0, 2197.0, 3 		100.00000000000003 		Passed 	
	6800.0, 100.0, 68 		1.3322616182218813E-13 		Passed 	
	15000.0, 364.0, 48 		7.687856394581649 		Passed 	
	2000.0, 510.0, 4 		9.56205462458368 		Passed 	
	60000.0, 4999.0, 600 		99.9799999999999 		Passed 	
	100001.0, 989.0, 599 		11.834664337677792 		Passed 	
	1000.0, 500.0, 2 		1.3322616182218813E-13 		Passed 	
	12.0, 1.0, 500 		99.99999999999977 		Passed 	
	1000000.0, 2500.0, 600 		1.7463073077668143 		Passed 	
	1.0, 0.142857142857143, 7 		3.9968010105369827E-13 		Passed 	
	1000000.0, 79865.0, 599 		95.83799999999995 		Passed 	
	999999.0, 3000.0, 599 		2.6299652255705737 		Passed 	
	15000.0, 364.0, 600 		29.11998354222205 		Passed 	
	9.999999991, 2.5, 4 		4.320001689699897E-7 		Passed 	
	200.0, 100.0, 2 		1.3322616182218813E-13 		Passed 	
	1000.0, 40.0, 34 		22.418392731637795 		Passed 	
 
